index_7networks,name_7networks,x,y,z,index_17networks,name_17networks,17net,7net,index,region
168.0,7Networks_LH_SomMot_87,-3.0,-30.0,71.0,104.0,17Networks_LH_SomMotA_38,SomMotA,SomMot,167,7Networks_LH_SomMot_87
169.0,7Networks_LH_SomMot_88,-8.0,-40.0,76.0,105.0,17Networks_LH_SomMotA_39,SomMotA,SomMot,168,7Networks_LH_SomMot_88
170.0,7Networks_LH_SomMot_89,-17.0,-39.0,75.0,106.0,17Networks_LH_SomMotA_40,SomMotA,SomMot,169,7Networks_LH_SomMot_89
171.0,7Networks_LH_SomMot_90,-12.0,-26.0,74.0,107.0,17Networks_LH_SomMotA_41,SomMotA,SomMot,170,7Networks_LH_SomMot_90
172.0,7Networks_LH_SomMot_91,-10.0,-35.0,72.0,108.0,17Networks_LH_SomMotA_42,SomMotA,SomMot,171,7Networks_LH_SomMot_91
173.0,7Networks_LH_DorsAttn_Post_1,-45.0,-41.0,-22.0,149.0,17Networks_LH_DorsAttnA_TempOcc_2,DorsAttnA,DorsAttn,172,7Networks_LH_DorsAttn_Post_1
174.0,7Networks_LH_DorsAttn_Post_2,-51.0,-49.0,-21.0,303.0,17Networks_LH_ContA_Temp_1,ContA,DorsAttn,173,7Networks_LH_DorsAttn_Post_2
175.0,7Networks_LH_DorsAttn_Post_3,-43.0,-54.0,-17.0,150.0,17Networks_LH_DorsAttnA_TempOcc_3,DorsAttnA,DorsAttn,174,7Networks_LH_DorsAttn_Post_3
176.0,7Networks_LH_DorsAttn_Post_4,-45.0,-58.0,-10.0,153.0,17Networks_LH_DorsAttnA_TempOcc_6,DorsAttnA,DorsAttn,175,7Networks_LH_DorsAttn_Post_4
177.0,7Networks_LH_DorsAttn_Post_5,-47.0,-62.0,-5.0,154.0,17Networks_LH_DorsAttnA_TempOcc_7,DorsAttnA,DorsAttn,176,7Networks_LH_DorsAttn_Post_5
178.0,7Networks_LH_DorsAttn_Post_6,-57.0,-59.0,-5.0,305.0,17Networks_LH_ContA_Temp_3,ContA,DorsAttn,177,7Networks_LH_DorsAttn_Post_6
179.0,7Networks_LH_DorsAttn_Post_7,-48.0,-65.0,2.0,156.0,17Networks_LH_DorsAttnA_TempOcc_9,DorsAttnA,DorsAttn,178,7Networks_LH_DorsAttn_Post_7
180.0,7Networks_LH_DorsAttn_Post_8,-54.0,-68.0,6.0,182.0,17Networks_LH_DorsAttnB_TempOcc_1,DorsAttnB,DorsAttn,179,7Networks_LH_DorsAttn_Post_8
181.0,7Networks_LH_DorsAttn_Post_9,-58.0,-60.0,6.0,183.0,17Networks_LH_DorsAttnB_TempOcc_2,DorsAttnB,DorsAttn,180,7Networks_LH_DorsAttn_Post_9
182.0,7Networks_LH_DorsAttn_Post_10,-49.0,-62.0,10.0,157.0,17Networks_LH_DorsAttnA_TempOcc_10,DorsAttnA,DorsAttn,181,7Networks_LH_DorsAttn_Post_10
183.0,7Networks_LH_DorsAttn_Post_11,-48.0,-69.0,16.0,158.0,17Networks_LH_DorsAttnA_ParOcc_1,DorsAttnA,DorsAttn,182,7Networks_LH_DorsAttn_Post_11
184.0,7Networks_LH_DorsAttn_Post_12,-45.0,-62.0,16.0,161.0,17Networks_LH_DorsAttnA_ParOcc_4,DorsAttnA,DorsAttn,183,7Networks_LH_DorsAttn_Post_12
185.0,7Networks_LH_DorsAttn_Post_13,-42.0,-71.0,23.0,468.0,17Networks_LH_DefaultC_IPL_1,DefaultC,DorsAttn,184,7Networks_LH_DorsAttn_Post_13
186.0,7Networks_LH_DorsAttn_Post_14,-39.0,-87.0,24.0,162.0,17Networks_LH_DorsAttnA_ParOcc_5,DorsAttnA,DorsAttn,185,7Networks_LH_DorsAttn_Post_14
187.0,7Networks_LH_DorsAttn_Post_15,-43.0,-78.0,28.0,469.0,17Networks_LH_DefaultC_IPL_2,DefaultC,DorsAttn,186,7Networks_LH_DorsAttn_Post_15
188.0,7Networks_LH_DorsAttn_Post_16,-35.0,-85.0,34.0,470.0,17Networks_LH_DefaultC_IPL_3,DefaultC,DorsAttn,187,7Networks_LH_DorsAttn_Post_16
189.0,7Networks_LH_DorsAttn_Post_17,-30.0,-77.0,30.0,164.0,17Networks_LH_DorsAttnA_ParOcc_7,DorsAttnA,DorsAttn,188,7Networks_LH_DorsAttn_Post_17
190.0,7Networks_LH_DorsAttn_Post_18,-27.0,-70.0,27.0,165.0,17Networks_LH_DorsAttnA_SPL_1,DorsAttnA,DorsAttn,189,7Networks_LH_DorsAttn_Post_18
191.0,7Networks_LH_DorsAttn_Post_19,-58.0,-23.0,39.0,184.0,17Networks_LH_DorsAttnB_PostC_1,DorsAttnB,DorsAttn,190,7Networks_LH_DorsAttn_Post_19
192.0,7Networks_LH_DorsAttn_Post_20,-23.0,-73.0,36.0,167.0,17Networks_LH_DorsAttnA_SPL_3,DorsAttnA,DorsAttn,191,7Networks_LH_DorsAttn_Post_20
193.0,7Networks_LH_DorsAttn_Post_21,-27.0,-67.0,37.0,168.0,17Networks_LH_DorsAttnA_SPL_4,DorsAttnA,DorsAttn,192,7Networks_LH_DorsAttn_Post_21
194.0,7Networks_LH_DorsAttn_Post_22,-59.0,-30.0,45.0,185.0,17Networks_LH_DorsAttnB_PostC_2,DorsAttnB,DorsAttn,193,7Networks_LH_DorsAttn_Post_22
195.0,7Networks_LH_DorsAttn_Post_23,-52.0,-27.0,41.0,187.0,17Networks_LH_DorsAttnB_PostC_4,DorsAttnB,DorsAttn,194,7Networks_LH_DorsAttn_Post_23
196.0,7Networks_LH_DorsAttn_Post_24,-51.0,-34.0,45.0,188.0,17Networks_LH_DorsAttnB_PostC_5,DorsAttnB,DorsAttn,195,7Networks_LH_DorsAttn_Post_24
197.0,7Networks_LH_DorsAttn_Post_25,-41.0,-39.0,42.0,311.0,17Networks_LH_ContA_IPS_6,ContA,DorsAttn,196,7Networks_LH_DorsAttn_Post_25
198.0,7Networks_LH_DorsAttn_Post_26,-24.0,-64.0,47.0,169.0,17Networks_LH_DorsAttnA_SPL_5,DorsAttnA,DorsAttn,197,7Networks_LH_DorsAttn_Post_26
199.0,7Networks_LH_DorsAttn_Post_27,-18.0,-77.0,50.0,170.0,17Networks_LH_DorsAttnA_SPL_6,DorsAttnA,DorsAttn,198,7Networks_LH_DorsAttn_Post_27
200.0,7Networks_LH_DorsAttn_Post_28,-42.0,-33.0,42.0,189.0,17Networks_LH_DorsAttnB_PostC_6,DorsAttnB,DorsAttn,199,7Networks_LH_DorsAttn_Post_28
201.0,7Networks_LH_DorsAttn_Post_29,-19.0,-69.0,46.0,171.0,17Networks_LH_DorsAttnA_SPL_7,DorsAttnA,DorsAttn,200,7Networks_LH_DorsAttn_Post_29
202.0,7Networks_LH_DorsAttn_Post_30,-32.0,-39.0,42.0,191.0,17Networks_LH_DorsAttnB_PostC_8,DorsAttnB,DorsAttn,201,7Networks_LH_DorsAttn_Post_30
203.0,7Networks_LH_DorsAttn_Post_31,-29.0,-59.0,51.0,172.0,17Networks_LH_DorsAttnA_SPL_8,DorsAttnA,DorsAttn,202,7Networks_LH_DorsAttn_Post_31
204.0,7Networks_LH_DorsAttn_Post_32,-32.0,-47.0,47.0,315.0,17Networks_LH_ContA_IPS_10,ContA,DorsAttn,203,7Networks_LH_DorsAttn_Post_32
205.0,7Networks_LH_DorsAttn_Post_33,-28.0,-54.0,49.0,173.0,17Networks_LH_DorsAttnA_SPL_9,DorsAttnA,DorsAttn,204,7Networks_LH_DorsAttn_Post_33
206.0,7Networks_LH_DorsAttn_Post_34,-6.0,-77.0,52.0,367.0,17Networks_LH_ContC_pCun_9,ContC,DorsAttn,205,7Networks_LH_DorsAttn_Post_34
207.0,7Networks_LH_DorsAttn_Post_35,-41.0,-35.0,51.0,192.0,17Networks_LH_DorsAttnB_PostC_9,DorsAttnB,DorsAttn,206,7Networks_LH_DorsAttn_Post_35
208.0,7Networks_LH_DorsAttn_Post_36,-26.0,-65.0,57.0,174.0,17Networks_LH_DorsAttnA_SPL_10,DorsAttnA,DorsAttn,207,7Networks_LH_DorsAttn_Post_36
209.0,7Networks_LH_DorsAttn_Post_37,-29.0,-57.0,57.0,175.0,17Networks_LH_DorsAttnA_SPL_11,DorsAttnA,DorsAttn,208,7Networks_LH_DorsAttn_Post_37
210.0,7Networks_LH_DorsAttn_Post_38,-15.0,-72.0,55.0,176.0,17Networks_LH_DorsAttnA_SPL_12,DorsAttnA,DorsAttn,209,7Networks_LH_DorsAttn_Post_38
211.0,7Networks_LH_DorsAttn_Post_39,-38.0,-42.0,57.0,193.0,17Networks_LH_DorsAttnB_PostC_10,DorsAttnB,DorsAttn,210,7Networks_LH_DorsAttn_Post_39
212.0,7Networks_LH_DorsAttn_Post_40,-37.0,-52.0,57.0,177.0,17Networks_LH_DorsAttnA_SPL_13,DorsAttnA,DorsAttn,211,7Networks_LH_DorsAttn_Post_40
213.0,7Networks_LH_DorsAttn_Post_41,-8.0,-70.0,60.0,178.0,17Networks_LH_DorsAttnA_SPL_14,DorsAttnA,DorsAttn,212,7Networks_LH_DorsAttn_Post_41
214.0,7Networks_LH_DorsAttn_Post_42,-21.0,-68.0,62.0,179.0,17Networks_LH_DorsAttnA_SPL_15,DorsAttnA,DorsAttn,213,7Networks_LH_DorsAttn_Post_42
215.0,7Networks_LH_DorsAttn_Post_43,-29.0,-61.0,63.0,180.0,17Networks_LH_DorsAttnA_SPL_16,DorsAttnA,DorsAttn,214,7Networks_LH_DorsAttn_Post_43
216.0,7Networks_LH_DorsAttn_Post_44,-3.0,-53.0,58.0,371.0,17Networks_LH_ContC_pCun_13,ContC,DorsAttn,215,7Networks_LH_DorsAttn_Post_44
217.0,7Networks_LH_DorsAttn_Post_45,-7.0,-61.0,60.0,195.0,17Networks_LH_DorsAttnB_PostC_12,DorsAttnB,DorsAttn,216,7Networks_LH_DorsAttn_Post_45
218.0,7Networks_LH_DorsAttn_Post_46,-15.0,-64.0,61.0,181.0,17Networks_LH_DorsAttnA_SPL_17,DorsAttnA,DorsAttn,217,7Networks_LH_DorsAttn_Post_46
219.0,7Networks_LH_DorsAttn_Post_47,-32.0,-52.0,67.0,196.0,17Networks_LH_DorsAttnB_PostC_13,DorsAttnB,DorsAttn,218,7Networks_LH_DorsAttn_Post_47
220.0,7Networks_LH_DorsAttn_Post_48,-22.0,-58.0,65.0,197.0,17Networks_LH_DorsAttnB_PostC_14,DorsAttnB,DorsAttn,219,7Networks_LH_DorsAttn_Post_48
221.0,7Networks_LH_DorsAttn_Post_49,-7.0,-54.0,67.0,198.0,17Networks_LH_DorsAttnB_PostC_15,DorsAttnB,DorsAttn,220,7Networks_LH_DorsAttn_Post_49
222.0,7Networks_LH_DorsAttn_Post_50,-14.0,-59.0,67.0,199.0,17Networks_LH_DorsAttnB_PostC_16,DorsAttnB,DorsAttn,221,7Networks_LH_DorsAttn_Post_50
223.0,7Networks_LH_DorsAttn_FEF_1,-42.0,-2.0,50.0,202.0,17Networks_LH_DorsAttnB_FEF_1,DorsAttnB,DorsAttn,222,7Networks_LH_DorsAttn_FEF_1
224.0,7Networks_LH_DorsAttn_FEF_2,-29.0,4.0,57.0,316.0,17Networks_LH_ContA_PFCd_1,ContA,DorsAttn,223,7Networks_LH_DorsAttn_FEF_2
225.0,7Networks_LH_DorsAttn_FEF_3,-33.0,-3.0,51.0,203.0,17Networks_LH_DorsAttnB_FEF_2,DorsAttnB,DorsAttn,224,7Networks_LH_DorsAttn_FEF_3
226.0,7Networks_LH_DorsAttn_FEF_4,-24.0,-5.0,52.0,205.0,17Networks_LH_DorsAttnB_FEF_4,DorsAttnB,DorsAttn,225,7Networks_LH_DorsAttn_FEF_4
227.0,7Networks_LH_DorsAttn_FEF_5,-22.0,7.0,62.0,317.0,17Networks_LH_ContA_PFCd_2,ContA,DorsAttn,226,7Networks_LH_DorsAttn_FEF_5
228.0,7Networks_LH_DorsAttn_FEF_6,-20.0,-6.0,60.0,207.0,17Networks_LH_DorsAttnB_FEF_6,DorsAttnB,DorsAttn,227,7Networks_LH_DorsAttn_FEF_6
229.0,7Networks_LH_DorsAttn_FEF_7,-19.0,0.0,69.0,208.0,17Networks_LH_DorsAttnB_FEF_7,DorsAttnB,DorsAttn,228,7Networks_LH_DorsAttn_FEF_7
230.0,7Networks_LH_DorsAttn_PrCv_1,-52.0,6.0,27.0,320.0,17Networks_LH_ContA_PFCl_3,ContA,DorsAttn,229,7Networks_LH_DorsAttn_PrCv_1
231.0,7Networks_LH_DorsAttn_PrCv_2,-55.0,7.0,35.0,209.0,17Networks_LH_DorsAttnB_PrCv_1,DorsAttnB,DorsAttn,230,7Networks_LH_DorsAttn_PrCv_2
232.0,7Networks_LH_DorsAttn_PrCv_3,-41.0,2.0,31.0,324.0,17Networks_LH_ContA_PFCl_7,ContA,DorsAttn,231,7Networks_LH_DorsAttn_PrCv_3
233.0,7Networks_LH_DorsAttn_PrCv_4,-49.0,2.0,39.0,210.0,17Networks_LH_DorsAttnB_PrCv_2,DorsAttnB,DorsAttn,232,7Networks_LH_DorsAttn_PrCv_4
234.0,7Networks_LH_SalVentAttn_ParOper_1,-47.0,-39.0,24.0,211.0,17Networks_LH_SalVentAttnA_ParOper_1,SalVentAttnA,SalVentAttn,233,7Networks_LH_SalVentAttn_ParOper_1
235.0,7Networks_LH_SalVentAttn_ParOper_2,-58.0,-45.0,22.0,500.0,17Networks_LH_TempPar_16,TempPar,SalVentAttn,234,7Networks_LH_SalVentAttn_ParOper_2
236.0,7Networks_LH_SalVentAttn_ParOper_3,-60.0,-25.0,20.0,212.0,17Networks_LH_SalVentAttnA_ParOper_2,SalVentAttnA,SalVentAttn,235,7Networks_LH_SalVentAttn_ParOper_3
237.0,7Networks_LH_SalVentAttn_ParOper_4,-53.0,-41.0,30.0,213.0,17Networks_LH_SalVentAttnA_ParOper_3,SalVentAttnA,SalVentAttn,236,7Networks_LH_SalVentAttn_ParOper_4
238.0,7Networks_LH_SalVentAttn_ParOper_5,-58.0,-32.0,23.0,214.0,17Networks_LH_SalVentAttnA_ParOper_4,SalVentAttnA,SalVentAttn,237,7Networks_LH_SalVentAttn_ParOper_5
239.0,7Networks_LH_SalVentAttn_ParOper_6,-62.0,-44.0,31.0,251.0,17Networks_LH_SalVentAttnB_IPL_1,SalVentAttnB,SalVentAttn,238,7Networks_LH_SalVentAttn_ParOper_6
240.0,7Networks_LH_SalVentAttn_ParOper_7,-59.0,-19.0,31.0,215.0,17Networks_LH_SalVentAttnA_ParOper_5,SalVentAttnA,SalVentAttn,239,7Networks_LH_SalVentAttn_ParOper_7
241.0,7Networks_LH_SalVentAttn_ParOper_8,-61.0,-36.0,34.0,216.0,17Networks_LH_SalVentAttnA_ParOper_6,SalVentAttnA,SalVentAttn,240,7Networks_LH_SalVentAttn_ParOper_8
242.0,7Networks_LH_SalVentAttn_ParOper_9,-64.0,-27.0,35.0,217.0,17Networks_LH_SalVentAttnA_ParOper_7,SalVentAttnA,SalVentAttn,241,7Networks_LH_SalVentAttn_ParOper_9
243.0,7Networks_LH_SalVentAttn_TempOcc_1,-56.0,-57.0,14.0,494.0,17Networks_LH_TempPar_10,TempPar,SalVentAttn,242,7Networks_LH_SalVentAttn_TempOcc_1
244.0,7Networks_LH_SalVentAttn_TempOcc_2,-48.0,-51.0,12.0,496.0,17Networks_LH_TempPar_12,TempPar,SalVentAttn,243,7Networks_LH_SalVentAttn_TempOcc_2
245.0,7Networks_LH_SalVentAttn_FrOperIns_1,-36.0,5.0,-15.0,227.0,17Networks_LH_SalVentAttnA_Ins_1,SalVentAttnA,SalVentAttn,244,7Networks_LH_SalVentAttn_FrOperIns_1
246.0,7Networks_LH_SalVentAttn_FrOperIns_2,-39.0,1.0,-9.0,228.0,17Networks_LH_SalVentAttnA_Ins_2,SalVentAttnA,SalVentAttn,245,7Networks_LH_SalVentAttn_FrOperIns_2
247.0,7Networks_LH_SalVentAttn_FrOperIns_3,-37.0,10.0,-1.0,229.0,17Networks_LH_SalVentAttnA_Ins_3,SalVentAttnA,SalVentAttn,246,7Networks_LH_SalVentAttn_FrOperIns_3
248.0,7Networks_LH_SalVentAttn_FrOperIns_4,-41.0,-10.0,-10.0,230.0,17Networks_LH_SalVentAttnA_Ins_4,SalVentAttnA,SalVentAttn,247,7Networks_LH_SalVentAttn_FrOperIns_4
249.0,7Networks_LH_SalVentAttn_FrOperIns_5,-35.0,30.0,-1.0,263.0,17Networks_LH_SalVentAttnB_Ins_4,SalVentAttnB,SalVentAttn,248,7Networks_LH_SalVentAttn_FrOperIns_5
250.0,7Networks_LH_SalVentAttn_FrOperIns_6,-46.0,-12.0,-4.0,136.0,17Networks_LH_SomMotB_Aud_3,SomMotB,SalVentAttn,249,7Networks_LH_SalVentAttn_FrOperIns_6
251.0,7Networks_LH_SalVentAttn_FrOperIns_7,-32.0,20.0,3.0,264.0,17Networks_LH_SalVentAttnB_Ins_5,SalVentAttnB,SalVentAttn,250,7Networks_LH_SalVentAttn_FrOperIns_7
252.0,7Networks_LH_SalVentAttn_FrOperIns_8,-39.0,-3.0,2.0,231.0,17Networks_LH_SalVentAttnA_Ins_5,SalVentAttnA,SalVentAttn,251,7Networks_LH_SalVentAttn_FrOperIns_8
253.0,7Networks_LH_SalVentAttn_FrOperIns_9,-39.0,-16.0,2.0,232.0,17Networks_LH_SalVentAttnA_Ins_6,SalVentAttnA,SalVentAttn,252,7Networks_LH_SalVentAttn_FrOperIns_9
254.0,7Networks_LH_SalVentAttn_FrOperIns_10,-32.0,26.0,7.0,233.0,17Networks_LH_SalVentAttnA_Ins_7,SalVentAttnA,SalVentAttn,253,7Networks_LH_SalVentAttn_FrOperIns_10
255.0,7Networks_LH_SalVentAttn_FrOperIns_11,-32.0,13.0,10.0,234.0,17Networks_LH_SalVentAttnA_Ins_8,SalVentAttnA,SalVentAttn,254,7Networks_LH_SalVentAttn_FrOperIns_11
256.0,7Networks_LH_SalVentAttn_FrOperIns_12,-36.0,-3.0,10.0,235.0,17Networks_LH_SalVentAttnA_Ins_9,SalVentAttnA,SalVentAttn,255,7Networks_LH_SalVentAttn_FrOperIns_12
257.0,7Networks_LH_SalVentAttn_FrOperIns_13,-37.0,18.0,8.0,265.0,17Networks_LH_SalVentAttnB_Ins_6,SalVentAttnB,SalVentAttn,256,7Networks_LH_SalVentAttn_FrOperIns_13
258.0,7Networks_LH_SalVentAttn_FrOperIns_14,-38.0,6.0,10.0,218.0,17Networks_LH_SalVentAttnA_FrOper_1,SalVentAttnA,SalVentAttn,257,7Networks_LH_SalVentAttn_FrOperIns_14
259.0,7Networks_LH_SalVentAttn_FrOperIns_15,-38.0,-4.0,16.0,219.0,17Networks_LH_SalVentAttnA_FrOper_2,SalVentAttnA,SalVentAttn,258,7Networks_LH_SalVentAttn_FrOperIns_15
260.0,7Networks_LH_SalVentAttn_FrOperIns_16,-43.0,13.0,2.0,266.0,17Networks_LH_SalVentAttnB_Ins_7,SalVentAttnB,SalVentAttn,259,7Networks_LH_SalVentAttn_FrOperIns_16
261.0,7Networks_LH_SalVentAttn_FrOperIns_17,-44.0,-2.0,12.0,220.0,17Networks_LH_SalVentAttnA_FrOper_3,SalVentAttnA,SalVentAttn,260,7Networks_LH_SalVentAttn_FrOperIns_17
262.0,7Networks_LH_SalVentAttn_FrOperIns_18,-46.0,7.0,1.0,221.0,17Networks_LH_SalVentAttnA_FrOper_4,SalVentAttnA,SalVentAttn,261,7Networks_LH_SalVentAttn_FrOperIns_18
263.0,7Networks_LH_SalVentAttn_FrOperIns_19,-48.0,-3.0,6.0,222.0,17Networks_LH_SalVentAttnA_FrOper_5,SalVentAttnA,SalVentAttn,262,7Networks_LH_SalVentAttn_FrOperIns_19
264.0,7Networks_LH_SalVentAttn_FrOperIns_20,-54.0,6.0,2.0,223.0,17Networks_LH_SalVentAttnA_FrOper_6,SalVentAttnA,SalVentAttn,263,7Networks_LH_SalVentAttn_FrOperIns_20
265.0,7Networks_LH_SalVentAttn_FrOperIns_21,-58.0,2.0,8.0,224.0,17Networks_LH_SalVentAttnA_FrOper_7,SalVentAttnA,SalVentAttn,264,7Networks_LH_SalVentAttn_FrOperIns_21
266.0,7Networks_LH_SalVentAttn_FrOperIns_22,-55.0,8.0,12.0,225.0,17Networks_LH_SalVentAttnA_FrOper_8,SalVentAttnA,SalVentAttn,265,7Networks_LH_SalVentAttn_FrOperIns_22
267.0,7Networks_LH_SalVentAttn_FrOperIns_23,-59.0,6.0,17.0,226.0,17Networks_LH_SalVentAttnA_FrOper_9,SalVentAttnA,SalVentAttn,266,7Networks_LH_SalVentAttn_FrOperIns_23
268.0,7Networks_LH_SalVentAttn_PFCl_1,-30.0,42.0,31.0,256.0,17Networks_LH_SalVentAttnB_PFCl_3,SalVentAttnB,SalVentAttn,267,7Networks_LH_SalVentAttn_PFCl_1
269.0,7Networks_LH_SalVentAttn_PFCl_2,-26.0,37.0,39.0,259.0,17Networks_LH_SalVentAttnB_PFCl_6,SalVentAttnB,SalVentAttn,268,7Networks_LH_SalVentAttn_PFCl_2
270.0,7Networks_LH_SalVentAttn_Med_1,-7.0,27.0,28.0,270.0,17Networks_LH_SalVentAttnB_PFCmp_2,SalVentAttnB,SalVentAttn,269,7Networks_LH_SalVentAttn_Med_1
271.0,7Networks_LH_SalVentAttn_Med_2,-5.0,16.0,31.0,244.0,17Networks_LH_SalVentAttnA_FrMed_1,SalVentAttnA,SalVentAttn,270,7Networks_LH_SalVentAttn_Med_2
272.0,7Networks_LH_SalVentAttn_Med_3,-2.0,0.0,36.0,245.0,17Networks_LH_SalVentAttnA_FrMed_2,SalVentAttnA,SalVentAttn,271,7Networks_LH_SalVentAttn_Med_3
273.0,7Networks_LH_SalVentAttn_Med_4,-8.0,5.0,39.0,246.0,17Networks_LH_SalVentAttnA_FrMed_3,SalVentAttnA,SalVentAttn,272,7Networks_LH_SalVentAttn_Med_4
274.0,7Networks_LH_SalVentAttn_Med_5,-7.0,-20.0,39.0,236.0,17Networks_LH_SalVentAttnA_ParMed_1,SalVentAttnA,SalVentAttn,273,7Networks_LH_SalVentAttn_Med_5
275.0,7Networks_LH_SalVentAttn_Med_6,-6.0,16.0,41.0,271.0,17Networks_LH_SalVentAttnB_PFCmp_3,SalVentAttnB,SalVentAttn,274,7Networks_LH_SalVentAttn_Med_6
276.0,7Networks_LH_SalVentAttn_Med_7,-11.0,-31.0,39.0,237.0,17Networks_LH_SalVentAttnA_ParMed_2,SalVentAttnA,SalVentAttn,275,7Networks_LH_SalVentAttn_Med_7
277.0,7Networks_LH_SalVentAttn_Med_8,-12.0,-20.0,40.0,238.0,17Networks_LH_SalVentAttnA_ParMed_3,SalVentAttnA,SalVentAttn,276,7Networks_LH_SalVentAttn_Med_8
278.0,7Networks_LH_SalVentAttn_Med_9,-14.0,-41.0,45.0,239.0,17Networks_LH_SalVentAttnA_ParMed_4,SalVentAttnA,SalVentAttn,277,7Networks_LH_SalVentAttn_Med_9
279.0,7Networks_LH_SalVentAttn_Med_10,-6.0,3.0,50.0,247.0,17Networks_LH_SalVentAttnA_FrMed_4,SalVentAttnA,SalVentAttn,278,7Networks_LH_SalVentAttn_Med_10
280.0,7Networks_LH_SalVentAttn_Med_11,-13.0,-29.0,44.0,240.0,17Networks_LH_SalVentAttnA_ParMed_5,SalVentAttnA,SalVentAttn,279,7Networks_LH_SalVentAttn_Med_11
281.0,7Networks_LH_SalVentAttn_Med_12,-4.0,-49.0,51.0,370.0,17Networks_LH_ContC_pCun_12,ContC,SalVentAttn,280,7Networks_LH_SalVentAttn_Med_12
282.0,7Networks_LH_SalVentAttn_Med_13,-11.0,-46.0,52.0,241.0,17Networks_LH_SalVentAttnA_ParMed_6,SalVentAttnA,SalVentAttn,281,7Networks_LH_SalVentAttn_Med_13
283.0,7Networks_LH_SalVentAttn_Med_14,-12.0,-37.0,50.0,242.0,17Networks_LH_SalVentAttnA_ParMed_7,SalVentAttnA,SalVentAttn,282,7Networks_LH_SalVentAttn_Med_14
284.0,7Networks_LH_SalVentAttn_Med_15,-5.0,3.0,58.0,248.0,17Networks_LH_SalVentAttnA_FrMed_5,SalVentAttnA,SalVentAttn,283,7Networks_LH_SalVentAttn_Med_15
285.0,7Networks_LH_SalVentAttn_Med_16,-9.0,-48.0,60.0,243.0,17Networks_LH_SalVentAttnA_ParMed_8,SalVentAttnA,SalVentAttn,284,7Networks_LH_SalVentAttn_Med_16
286.0,7Networks_LH_SalVentAttn_Med_17,-3.0,-2.0,64.0,249.0,17Networks_LH_SalVentAttnA_FrMed_6,SalVentAttnA,SalVentAttn,285,7Networks_LH_SalVentAttn_Med_17
287.0,7Networks_LH_SalVentAttn_Med_18,-13.0,6.0,68.0,253.0,17Networks_LH_SalVentAttnB_PFCd_1,SalVentAttnB,SalVentAttn,286,7Networks_LH_SalVentAttn_Med_18
288.0,7Networks_LH_SalVentAttn_Med_19,-8.0,-3.0,71.0,250.0,17Networks_LH_SalVentAttnA_FrMed_7,SalVentAttnA,SalVentAttn,287,7Networks_LH_SalVentAttn_Med_19
289.0,7Networks_LH_Limbic_OFC_1,-19.0,13.0,-22.0,273.0,17Networks_LH_LimbicB_OFC_1,LimbicB,Limbic,288,7Networks_LH_Limbic_OFC_1
290.0,7Networks_LH_Limbic_OFC_2,-13.0,21.0,-17.0,274.0,17Networks_LH_LimbicB_OFC_2,LimbicB,Limbic,289,7Networks_LH_Limbic_OFC_2
291.0,7Networks_LH_Limbic_OFC_3,-14.0,24.0,-24.0,275.0,17Networks_LH_LimbicB_OFC_3,LimbicB,Limbic,290,7Networks_LH_Limbic_OFC_3
292.0,7Networks_LH_Limbic_OFC_4,-10.0,34.0,-22.0,276.0,17Networks_LH_LimbicB_OFC_4,LimbicB,Limbic,291,7Networks_LH_Limbic_OFC_4
293.0,7Networks_LH_Limbic_OFC_5,-27.0,15.0,-23.0,277.0,17Networks_LH_LimbicB_OFC_5,LimbicB,Limbic,292,7Networks_LH_Limbic_OFC_5
294.0,7Networks_LH_Limbic_OFC_6,-7.0,19.0,-22.0,278.0,17Networks_LH_LimbicB_OFC_6,LimbicB,Limbic,293,7Networks_LH_Limbic_OFC_6
295.0,7Networks_LH_Limbic_OFC_7,-25.0,28.0,-17.0,279.0,17Networks_LH_LimbicB_OFC_7,LimbicB,Limbic,294,7Networks_LH_Limbic_OFC_7
296.0,7Networks_LH_Limbic_OFC_8,-19.0,41.0,-19.0,280.0,17Networks_LH_LimbicB_OFC_8,LimbicB,Limbic,295,7Networks_LH_Limbic_OFC_8
297.0,7Networks_LH_Limbic_OFC_9,-3.0,38.0,-22.0,281.0,17Networks_LH_LimbicB_OFC_9,LimbicB,Limbic,296,7Networks_LH_Limbic_OFC_9
298.0,7Networks_LH_Limbic_OFC_10,-9.0,51.0,-23.0,282.0,17Networks_LH_LimbicB_OFC_10,LimbicB,Limbic,297,7Networks_LH_Limbic_OFC_10
299.0,7Networks_LH_Limbic_OFC_11,-3.0,20.0,-17.0,283.0,17Networks_LH_LimbicB_OFC_11,LimbicB,Limbic,298,7Networks_LH_Limbic_OFC_11
300.0,7Networks_LH_Limbic_OFC_12,-4.0,17.0,-10.0,284.0,17Networks_LH_LimbicB_OFC_12,LimbicB,Limbic,299,7Networks_LH_Limbic_OFC_12
301.0,7Networks_LH_Limbic_OFC_13,-10.0,63.0,-15.0,285.0,17Networks_LH_LimbicB_OFC_13,LimbicB,Limbic,300,7Networks_LH_Limbic_OFC_13
302.0,7Networks_LH_Limbic_OFC_14,-22.0,62.0,-11.0,287.0,17Networks_LH_LimbicB_OFC_15,LimbicB,Limbic,301,7Networks_LH_Limbic_OFC_14
